speed_0,speed_1,speed_2,speed_3,speed_4,speed_5,speed_6,speed_7,speed_8,speed_9,speed_10,speed_11,speed_12,speed_13,speed_14,speed_15,speed_16,speed_17,speed_18,speed_19,speed_20,speed_21,speed_22,speed_23,speed_24,speed_25,speed_26,speed_27,speed_28,speed_29,density_0,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,density_13,density_14,density_15,density_16,density_17,density_18,density_19,density_20,density_21,density_22,density_23,density_24,density_25,density_26,density_27,density_28,density_29
1.414285714285714,0.16142857142857145,3.825,3.26,30.0,10.55,7.25,8.45,9.115,10.03,5.82,6.096666666666668,9.23,30.0,12.79,1.635,1.036,2.8475,5.87,30.0,9.87,30.0,2.69,2.095,6.4350000000000005,30.0,9.32,8.345,30.0,30.0,0.14,0.14,0.04,0.02,0.0,0.02,0.04,0.02,0.04,0.02,0.04,0.06,0.02,0.0,0.02,0.08,0.1,0.08,0.02,0.0,0.04,0.0,0.08,0.08,0.04,0.0,0.02,0.04,0.0,0.0
7.46,10.09,10.145,6.156666666666666,7.325,10.68,11.56,30.0,13.33,9.96,11.62,5.406666666666666,4.932500000000001,6.08,8.87,7.593333333333334,6.445,10.67,6.19,6.5,5.333333333333333,6.76,9.46,9.41,0.8939999999999999,3.0175,4.15,6.67,6.07,9.29,0.04,0.02,0.04,0.06,0.04,0.02,0.02,0.0,0.04,0.02,0.02,0.06,0.08,0.04,0.02,0.06,0.04,0.02,0.06,0.06,0.06,0.02,0.04,0.02,0.1,0.08,0.04,0.02,0.02,0.04
6.423333333333333,7.1,7.36,10.55,8.15,5.7733333333333325,9.245,9.55,9.235,8.76,6.989999999999998,4.385,3.5700000000000003,30.0,7.780000000000001,8.21,8.42,10.09,30.0,12.09,8.495000000000001,3.3240000000000003,4.743333333333333,7.96,9.37,9.95,10.145,9.93,3.805,3.0375,0.06,0.02,0.02,0.02,0.02,0.06,0.04,0.02,0.04,0.04,0.06,0.08,0.06,0.0,0.06,0.02,0.04,0.02,0.0,0.02,0.04,0.1,0.06,0.04,0.02,0.02,0.04,0.02,0.08,0.08
7.87,7.863333333333334,7.583333333333332,10.7,10.535,11.23,11.74,13.07,13.28,6.44,6.086666666666666,30.0,7.326666666666667,8.16,10.34,10.945,1.58,4.216666666666668,7.295,2.9450000000000003,3.285,6.79,8.69,6.41,9.71,9.6,2.425,2.646666666666667,5.056666666666667,4.376666666666666,0.02,0.06,0.06,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.06,0.0,0.06,0.04,0.02,0.04,0.06,0.06,0.04,0.04,0.08,0.02,0.02,0.06,0.04,0.02,0.04,0.06,0.06,0.06
2.793333333333333,5.97,7.1,0.8300000000000001,4.27,5.260000000000002,30.0,10.06,10.65,14.05,12.7,7.493333333333332,8.9,9.945,3.275,3.036666666666666,5.586666666666666,8.99,5.31,5.65,7.935,9.4,9.82,11.26,9.37,10.175,11.41,9.01,2.87,2.872,0.06,0.06,0.04,0.08,0.04,0.06,0.0,0.02,0.02,0.02,0.02,0.06,0.02,0.04,0.08,0.06,0.06,0.02,0.02,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.02,0.04,0.1
10.42,30.0,13.0,10.13,9.86,9.52,7.71,8.45,11.23,7.5699999999999985,1.045,5.1,6.235,7.93,7.873333333333334,7.8450000000000015,8.045,8.49,30.0,15.67,14.06,10.61,7.536666666666666,0.545,3.0866666666666664,6.195,5.82,4.8133333333333335,5.836666666666668,7.729999999999999,0.02,0.0,0.02,0.02,0.04,0.02,0.06,0.02,0.04,0.04,0.08,0.04,0.04,0.02,0.06,0.04,0.04,0.04,0.0,0.02,0.02,0.02,0.06,0.12,0.06,0.04,0.06,0.06,0.06,0.04
30.0,9.585,3.827500000000001,0.4633333333333333,4.07,6.7,6.1850000000000005,30.0,4.586666666666667,8.209999999999999,11.01,10.64,30.0,6.703333333333332,6.785,1.3099999999999998,3.0033333333333334,5.7650000000000015,8.24,9.1,11.95,10.48,30.0,11.68,9.303333333333336,6.445,1.7766666666666666,6.496666666666667,8.07,9.1,0.0,0.04,0.08,0.12,0.04,0.02,0.04,0.0,0.06,0.04,0.02,0.02,0.0,0.06,0.04,0.12,0.06,0.04,0.02,0.04,0.02,0.04,0.0,0.02,0.06,0.04,0.06,0.06,0.02,0.02
3.115,7.83,5.5150000000000015,3.72,7.37,30.0,9.11,9.51,8.38,9.63,10.93,9.29,3.04,4.503333333333333,3.483333333333333,5.76,11.27,30.0,9.37,9.85,9.37,30.0,6.5775000000000015,9.4,9.45,12.88,6.23,3.7875,5.94,1.982,0.04,0.02,0.04,0.08,0.02,0.0,0.06,0.04,0.06,0.02,0.02,0.04,0.08,0.06,0.06,0.02,0.02,0.0,0.02,0.04,0.02,0.0,0.08,0.02,0.04,0.02,0.04,0.08,0.06,0.1
8.510000000000002,7.87,5.39,0.5033333333333333,2.4266666666666663,6.315,6.49,4.83,4.155,0.605,4.57,30.0,8.53,9.03,7.59,7.0150000000000015,9.565,30.0,8.91,7.88,10.97,4.316000000000002,6.82,9.32,30.0,2.5166666666666666,1.4425,3.01,8.35,7.91,0.04,0.02,0.04,0.12,0.06,0.04,0.02,0.06,0.04,0.12,0.04,0.0,0.02,0.02,0.04,0.04,0.04,0.0,0.02,0.04,0.02,0.1,0.02,0.02,0.0,0.06,0.08,0.02,0.02,0.04
7.41,7.98,3.165,5.4766666666666675,8.135,5.86,6.43,8.2,7.68,30.0,30.0,3.78,3.1020000000000003,4.12,5.5150000000000015,8.24,30.0,9.945,6.85,8.015,4.895,5.5475,30.0,8.475,6.545,7.07,6.259999999999999,5.8,6.303333333333334,5.223333333333333,0.02,0.04,0.04,0.06,0.04,0.02,0.08,0.04,0.04,0.0,0.0,0.04,0.1,0.06,0.04,0.02,0.0,0.04,0.04,0.04,0.04,0.08,0.0,0.04,0.04,0.04,0.06,0.02,0.06,0.06
6.373333333333334,7.62,7.055,5.026666666666666,6.5600000000000005,9.1,8.89,4.056666666666667,6.0150000000000015,9.33,0.0,0.4783333333333333,4.046666666666667,5.47,7.92,8.405000000000001,30.0,4.395,0.9933333333333336,5.405,5.85,11.33,30.0,12.14,7.85,8.06,13.19,30.0,5.765,4.72,0.06,0.02,0.04,0.06,0.04,0.02,0.04,0.06,0.04,0.02,0.06,0.12,0.06,0.02,0.02,0.04,0.0,0.08,0.06,0.04,0.02,0.02,0.0,0.04,0.04,0.02,0.02,0.0,0.08,0.06
30.0,4.325,4.1850000000000005,5.57,30.0,9.875,9.88,3.16,3.0525,5.79,7.87,30.0,1.87,0.655,2.6875,5.47,30.0,0.602,3.6533333333333338,6.2,9.31,2.3875,4.45,7.574999999999998,9.83,10.03,30.0,0.06,2.183333333333333,4.895,0.0,0.08,0.04,0.04,0.0,0.04,0.04,0.02,0.08,0.04,0.02,0.0,0.06,0.12,0.08,0.02,0.0,0.1,0.06,0.02,0.02,0.08,0.04,0.04,0.02,0.02,0.0,0.02,0.06,0.04
7.66,10.59,3.7425,1.265,4.9,30.0,9.34,8.45,7.65,7.43,8.09,8.416666666666666,30.0,11.18,13.41,12.11,4.32,7.39,6.953333333333332,7.925,5.816666666666666,5.8925,3.606666666666667,2.9233333333333333,4.29,4.96,7.83,8.136666666666667,9.0,7.6,0.02,0.02,0.08,0.08,0.02,0.0,0.04,0.02,0.04,0.04,0.02,0.06,0.0,0.04,0.02,0.02,0.06,0.02,0.06,0.04,0.06,0.08,0.06,0.06,0.06,0.02,0.04,0.06,0.02,0.04
9.57,30.0,11.44,11.14,9.87,9.625,8.59,7.743333333333332,8.29,10.8,8.315000000000001,7.7,6.996666666666667,4.196666666666666,5.045,1.2966666666666666,5.305,0.7175,4.085,30.0,8.95,30.0,11.19,10.685,9.33,6.436666666666667,1.22,1.0959999999999999,3.813333333333334,7.56,0.02,0.0,0.02,0.02,0.04,0.04,0.04,0.06,0.02,0.04,0.04,0.02,0.06,0.06,0.04,0.12,0.04,0.08,0.04,0.0,0.02,0.0,0.02,0.04,0.04,0.06,0.04,0.1,0.06,0.02
0.9260000000000002,5.04,7.06,5.44,4.533333333333333,4.785,5.47,8.905000000000003,9.74,9.23,9.82,1.218,4.875,5.5200000000000005,7.0,9.83,9.7,30.0,10.07,10.74,14.31,12.63,8.973333333333334,1.8400000000000003,3.1,4.949999999999998,7.195,7.1850000000000005,8.61,4.736666666666667,0.1,0.04,0.02,0.06,0.06,0.04,0.02,0.04,0.02,0.02,0.04,0.1,0.04,0.06,0.02,0.04,0.02,0.0,0.02,0.02,0.02,0.02,0.06,0.08,0.04,0.04,0.04,0.04,0.02,0.06
7.153333333333332,4.016666666666667,5.8100000000000005,6.285,7.3450000000000015,9.68,6.2700000000000005,7.463333333333334,1.0633333333333332,3.8233333333333337,5.89,30.0,9.33,9.096666666666666,7.875,6.316666666666667,8.745000000000001,1.15,2.99,2.28,4.02,6.34,6.44,30.0,6.12,6.49,10.29,12.51,12.29,6.96,0.06,0.06,0.04,0.04,0.04,0.02,0.06,0.06,0.06,0.06,0.02,0.0,0.02,0.06,0.04,0.06,0.04,0.04,0.04,0.06,0.06,0.02,0.04,0.0,0.06,0.04,0.02,0.02,0.02,0.04
10.37,9.24,2.8975,6.54,4.983333333333333,5.56,8.095,12.54,8.99,2.0,4.15,6.895,8.64,10.45,4.645,5.066666666666666,8.17,5.31,0.5142857142857143,3.4333333333333336,6.32,7.92,8.585,30.0,11.09,30.0,12.425,8.08,8.63,7.84,0.02,0.04,0.08,0.04,0.06,0.06,0.04,0.02,0.02,0.06,0.08,0.04,0.02,0.02,0.04,0.06,0.02,0.02,0.14,0.06,0.02,0.02,0.04,0.0,0.02,0.0,0.04,0.04,0.02,0.06
7.615,9.245,9.455,9.45,9.84,10.739999999999998,9.82,3.8466666666666667,7.09,8.455,7.814999999999999,7.526666666666666,9.255,30.0,5.175,5.9366666666666665,5.42,6.530000000000001,0.426,2.5025,30.0,6.925,1.805,2.5766666666666667,4.31,6.2,9.23,9.9,8.593333333333332,30.0,0.04,0.04,0.04,0.02,0.04,0.04,0.02,0.06,0.04,0.04,0.04,0.06,0.04,0.0,0.04,0.06,0.02,0.06,0.1,0.08,0.0,0.04,0.08,0.06,0.02,0.02,0.02,0.02,0.06,0.0
5.013333333333333,6.215,6.003333333333333,6.45,11.68,11.72,11.0,8.855,7.555,8.075,8.75,8.58,4.1175,5.7733333333333325,4.52,1.0725,4.62,4.835,30.0,10.15,11.65,30.0,10.62,6.5525,7.74,6.260000000000002,2.408,5.42,7.62,2.8833333333333333,0.06,0.04,0.06,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.02,0.04,0.08,0.06,0.02,0.08,0.04,0.04,0.0,0.02,0.02,0.0,0.04,0.08,0.04,0.04,0.1,0.04,0.02,0.06
8.03,30.0,12.185,12.87,10.655,7.255,5.87,5.776666666666666,7.145,1.7519999999999998,0.5175000000000001,4.0,4.29,7.47,8.78,10.67,9.06,11.83,8.83,10.96,7.326666666666665,4.91,7.8,8.52,9.83,6.785,6.22,7.3450000000000015,6.51,6.703333333333332,0.02,0.0,0.04,0.02,0.04,0.04,0.08,0.06,0.04,0.1,0.08,0.04,0.06,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.06,0.06,0.02,0.02,0.02,0.04,0.06,0.04,0.04,0.06
9.46,8.77,8.036666666666667,5.5175,7.135,30.0,10.73,9.51,8.860000000000003,11.25,8.7,0.8433333333333333,2.773333333333333,2.68,3.085,6.585,30.0,10.77,30.0,4.133333333333333,2.735,6.76,6.46,30.0,8.485,11.64,11.21,5.76,6.353333333333333,7.1000000000000005,0.02,0.02,0.06,0.08,0.04,0.0,0.02,0.02,0.06,0.02,0.02,0.12,0.06,0.06,0.04,0.04,0.0,0.02,0.0,0.06,0.08,0.04,0.06,0.0,0.04,0.04,0.02,0.04,0.06,0.06
8.53,10.6,7.415,8.71,6.79,2.12,5.36,6.69,5.7733333333333325,7.19,5.539999999999999,6.010000000000002,6.28,30.0,10.0,30.0,3.23,1.8883333333333332,2.97,5.65,1.55,5.125,5.72,9.25,30.0,9.82,2.475,4.6866666666666665,6.26,6.24,0.02,0.02,0.04,0.04,0.06,0.1,0.02,0.04,0.06,0.06,0.06,0.06,0.06,0.0,0.04,0.0,0.02,0.12,0.02,0.02,0.06,0.04,0.02,0.02,0.0,0.02,0.04,0.06,0.04,0.04
30.0,11.11,9.98,2.702,3.4466666666666668,6.43,7.2,30.0,11.64,12.42,12.95,5.7,0.43333333333333335,2.5475000000000003,5.36,3.63,4.68,10.4,7.91,6.51,9.02,5.37,7.256666666666668,7.37,0.926,4.6,9.08,7.655,6.19,6.826666666666665,0.0,0.02,0.02,0.1,0.06,0.04,0.02,0.0,0.02,0.02,0.04,0.06,0.12,0.08,0.02,0.02,0.04,0.02,0.02,0.04,0.04,0.04,0.06,0.02,0.1,0.04,0.02,0.04,0.02,0.06
8.586666666666666,8.205,9.08,8.864999999999998,7.136666666666668,6.3500000000000005,5.19,6.37,4.5,4.48,7.68,8.219999999999999,9.06,9.235,30.0,1.4433333333333334,3.97,4.26,9.39,10.08,9.94,8.405000000000001,7.84,10.125,30.0,12.42,7.49,6.710000000000001,10.365,30.0,0.06,0.04,0.02,0.04,0.06,0.06,0.08,0.06,0.04,0.04,0.02,0.06,0.02,0.04,0.0,0.12,0.06,0.02,0.02,0.04,0.02,0.04,0.06,0.04,0.0,0.02,0.02,0.06,0.04,0.0
1.3516666666666666,4.67,6.48,9.03,8.73,10.57,14.41,11.46,8.76,4.94,5.56,30.0,10.435,4.1549999999999985,5.986666666666667,8.195,8.63,8.61,6.62,0.585,3.185,6.535,30.0,5.63,9.260000000000002,5.88,5.920000000000001,7.736666666666667,8.81,6.88,0.12,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.02,0.0,0.04,0.04,0.06,0.04,0.02,0.04,0.06,0.12,0.04,0.04,0.0,0.04,0.04,0.04,0.06,0.06,0.02,0.04
5.169999999999999,7.56,8.035,30.0,8.685,2.71,4.066666666666666,0.21666666666666667,2.66,4.633333333333334,8.36,30.0,30.0,11.72,10.605,10.39,10.39,1.5200000000000002,2.94,6.17,8.13,7.58,7.335,4.2375,3.7466666666666666,6.155,30.0,9.12,10.05,5.085,0.06,0.02,0.04,0.0,0.04,0.08,0.06,0.12,0.04,0.06,0.02,0.0,0.0,0.02,0.04,0.02,0.02,0.12,0.06,0.02,0.02,0.04,0.04,0.08,0.06,0.04,0.0,0.02,0.02,0.04
6.535,7.356666666666666,7.77,1.65,5.73,2.0175,1.96,4.8900000000000015,6.573333333333332,8.66,7.656666666666666,9.2,8.16,30.0,11.24,9.98,9.263333333333334,8.945,9.115,12.61,10.31,10.47,11.86,12.53,9.29,10.605,7.216666666666666,5.6275,7.06,6.89,0.04,0.06,0.02,0.08,0.04,0.08,0.06,0.04,0.06,0.02,0.06,0.02,0.02,0.0,0.02,0.04,0.06,0.04,0.04,0.02,0.04,0.02,0.02,0.02,0.04,0.04,0.06,0.08,0.02,0.04
8.005,1.294,1.8880000000000001,4.07,6.86,7.415,8.64,6.98,6.493333333333332,5.123333333333332,6.74,7.55,1.518,3.2566666666666664,6.73,7.43,8.14,9.93,7.295,8.223333333333334,6.79,9.805,30.0,9.21,11.77,12.75,12.15,8.67,6.005000000000001,8.33,0.04,0.1,0.1,0.04,0.02,0.04,0.02,0.04,0.06,0.06,0.04,0.02,0.1,0.06,0.02,0.02,0.02,0.02,0.04,0.06,0.02,0.04,0.0,0.04,0.02,0.02,0.04,0.04,0.04,0.02
5.68,4.653333333333333,5.895,9.66,8.55,6.225,6.395,9.95,11.62,7.0600000000000005,6.8133333333333335,6.875,0.8625,2.96,4.983333333333333,30.0,4.826666666666667,6.82,7.814999999999999,7.83,8.83,9.715,10.92,12.27,9.055,3.2575,3.415,5.15,1.07,4.1099999999999985,0.04,0.06,0.04,0.02,0.02,0.04,0.04,0.02,0.02,0.04,0.06,0.04,0.08,0.04,0.06,0.0,0.06,0.04,0.04,0.04,0.02,0.04,0.04,0.02,0.04,0.08,0.04,0.02,0.06,0.04
0.85,3.2625,5.465,6.93,7.91,10.465,11.31,30.0,10.185,8.173333333333334,30.0,8.085,8.65,6.739999999999998,8.08,5.955,7.439999999999999,8.25,10.94,9.83,30.0,10.685,10.58,10.47,5.023333333333333,4.1739999999999995,6.34,8.01,10.43,7.2799999999999985,0.1,0.08,0.04,0.02,0.04,0.04,0.02,0.0,0.04,0.06,0.0,0.04,0.06,0.06,0.02,0.08,0.04,0.04,0.02,0.02,0.0,0.04,0.04,0.02,0.06,0.1,0.04,0.02,0.02,0.04
4.2875000000000005,6.0525,7.355,30.0,30.0,1.52,2.8075,4.99,2.85,4.18,5.83,3.41,2.37,6.46,9.105,9.56,7.746666666666666,7.795,10.11,30.0,30.0,11.98,11.385,30.0,9.47,7.5,6.263333333333333,8.56,8.190000000000001,8.19,0.08,0.08,0.04,0.0,0.0,0.1,0.08,0.02,0.08,0.04,0.02,0.08,0.02,0.04,0.04,0.02,0.06,0.04,0.04,0.0,0.0,0.02,0.04,0.0,0.06,0.06,0.06,0.02,0.04,0.02
2.48,6.285,6.05,6.953333333333332,0.17,3.605,5.77,11.71,30.0,8.82,11.83,30.0,8.573333333333332,7.705,7.87,10.6,11.27,8.795,4.263333333333334,1.6920000000000002,5.9366666666666665,8.29,9.165,9.9,12.08,12.51,12.8,12.34,7.82,0.7333333333333334,0.06,0.04,0.02,0.06,0.1,0.04,0.04,0.02,0.0,0.02,0.02,0.0,0.06,0.04,0.02,0.04,0.02,0.04,0.06,0.1,0.06,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.04,0.12
8.265,9.75,30.0,10.245,9.75,1.7500000000000002,2.0933333333333333,5.885,8.26,8.780000000000001,9.885,6.275,4.1125,5.98,6.426666666666668,6.166666666666668,8.219999999999999,8.1,8.74,11.0,9.77,7.510000000000002,9.2,11.55,30.0,5.5625,5.1000000000000005,11.17,11.49,9.82,0.04,0.04,0.0,0.04,0.02,0.12,0.06,0.04,0.02,0.04,0.04,0.04,0.08,0.04,0.06,0.06,0.04,0.04,0.02,0.02,0.02,0.06,0.02,0.04,0.0,0.08,0.06,0.02,0.02,0.02
30.0,3.465,3.33,5.93,8.51,6.8100000000000005,7.213333333333334,8.5,8.325,1.8125,3.575,5.66,2.94,2.114,5.17,5.77,30.0,30.0,10.73,4.945,6.1866666666666665,30.0,6.955,4.7349999999999985,7.42,6.965,7.574999999999998,7.75,8.41,9.215,0.0,0.08,0.06,0.06,0.02,0.04,0.06,0.02,0.04,0.08,0.04,0.02,0.08,0.1,0.02,0.04,0.0,0.0,0.02,0.04,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.06,0.02,0.04
8.945,9.045,7.57,6.56,7.585,8.774999999999999,8.45,10.06,12.45,12.215,11.02,7.25,4.255,5.3933333333333335,8.61,7.79,7.596666666666668,8.555,7.414999999999999,8.8,4.915,4.175,5.565,8.95,6.24,8.54,10.21,30.0,11.99,8.925,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.08,0.06,0.02,0.04,0.06,0.04,0.04,0.02,0.04,0.08,0.04,0.04,0.02,0.04,0.04,0.0,0.02,0.04
7.005000000000001,30.0,30.0,10.75,9.36,11.4,30.0,12.94,9.04,4.314,6.37,7.15,30.0,8.555,3.28,3.0066666666666664,4.875,6.300000000000002,8.21,5.96,1.2416666666666667,0.2657142857142857,3.45,5.325,7.02,7.423333333333335,30.0,7.78,8.135,6.786666666666666,0.04,0.0,0.0,0.02,0.04,0.02,0.0,0.02,0.02,0.1,0.04,0.02,0.0,0.04,0.08,0.06,0.04,0.04,0.02,0.02,0.12,0.14,0.04,0.04,0.02,0.06,0.0,0.06,0.04,0.06
12.45,11.54,3.1049999999999995,1.5019999999999998,3.09,7.22,7.84,1.07,4.373333333333333,3.63,7.2799999999999985,5.646666666666667,30.0,10.11,12.02,4.41,4.335,6.94,9.22,0.33,1.6949999999999998,6.25,5.989999999999998,5.5299999999999985,8.16,10.4,11.28,9.325,9.04,11.45,0.02,0.04,0.08,0.1,0.04,0.02,0.02,0.08,0.06,0.02,0.04,0.06,0.0,0.02,0.02,0.08,0.04,0.04,0.02,0.08,0.04,0.04,0.06,0.04,0.02,0.02,0.02,0.04,0.02,0.02
11.11,30.0,10.93,4.59,3.88,5.182500000000001,0.83,2.27,6.21,7.84,3.0700000000000003,6.37,6.79,2.62,0.25666666666666665,2.875,3.985,5.673333333333333,5.83,7.336666666666666,9.93,8.95,8.01,6.603333333333333,7.494999999999999,2.965,4.455,5.73,4.49,30.0,0.02,0.0,0.02,0.08,0.04,0.08,0.06,0.06,0.02,0.02,0.06,0.02,0.02,0.02,0.12,0.08,0.04,0.06,0.02,0.06,0.02,0.02,0.02,0.06,0.04,0.04,0.04,0.04,0.02,0.0
6.89,7.045,2.1575,4.083333333333333,6.02,30.0,7.433333333333334,7.055,7.805,8.21,8.29,30.0,9.643333333333333,4.4940000000000015,4.466666666666666,3.1100000000000003,2.5933333333333333,3.5700000000000003,9.83,30.0,9.2,12.61,11.58,11.29,11.81,6.925000000000002,7.37,7.744999999999999,8.355,9.475,0.04,0.04,0.08,0.06,0.04,0.0,0.06,0.04,0.04,0.02,0.02,0.0,0.06,0.1,0.06,0.04,0.06,0.06,0.02,0.0,0.02,0.02,0.04,0.02,0.04,0.08,0.02,0.04,0.04,0.04
7.02,30.0,8.243333333333334,9.29,10.76,7.943333333333332,8.03,5.676666666666668,4.325,1.125,4.795,6.95,6.46,6.9833333333333325,7.33,9.48,30.0,10.85,6.19,9.32,9.74,8.629999999999999,6.31,1.76,5.21,7.880000000000001,30.0,2.44,4.66,4.8125,0.04,0.0,0.06,0.02,0.02,0.06,0.02,0.06,0.08,0.08,0.04,0.04,0.06,0.06,0.02,0.02,0.0,0.02,0.04,0.02,0.02,0.04,0.04,0.08,0.04,0.04,0.0,0.04,0.06,0.08
6.494999999999999,30.0,3.556666666666666,1.7899999999999998,1.3283333333333334,3.7,6.51,7.95,4.1866666666666665,5.4049999999999985,8.7,30.0,10.04,9.6,8.315000000000001,5.963333333333334,30.0,10.49,8.476666666666668,5.905,6.965,9.56,13.14,30.0,13.44,8.083333333333334,7.1400000000000015,9.94,5.136666666666667,5.166666666666667,0.04,0.0,0.06,0.1,0.12,0.04,0.02,0.02,0.06,0.04,0.04,0.0,0.02,0.02,0.04,0.06,0.0,0.02,0.06,0.08,0.04,0.02,0.02,0.0,0.02,0.06,0.06,0.02,0.06,0.06
1.47,3.43,6.61,5.9,3.0675,5.63,0.9875,4.405,4.083333333333333,6.73,6.79,8.36,10.78,9.27,9.525,7.789999999999999,9.28,9.72,2.67,5.016666666666667,7.08,7.48,6.673333333333333,6.895,30.0,12.11,30.0,12.03,8.6,7.373333333333332,0.1,0.02,0.06,0.02,0.08,0.02,0.08,0.04,0.06,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.02,0.08,0.06,0.02,0.04,0.06,0.04,0.0,0.02,0.0,0.04,0.04,0.06
6.436666666666667,3.973333333333333,6.45,9.84,12.56,5.63,6.303333333333334,8.17,7.87,8.09,9.675,9.93,6.61,7.99,6.44,7.17,9.09,2.455,3.633333333333333,7.715,4.09,4.0725,6.89,30.0,9.31,10.74,7.03,4.645999999999999,4.705,5.65,0.06,0.06,0.04,0.02,0.02,0.02,0.06,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.06,0.04,0.02,0.04,0.06,0.04,0.06,0.08,0.02,0.0,0.04,0.02,0.02,0.1,0.04,0.04
8.915,30.0,10.12,30.0,9.085,9.965,13.25,10.4,7.53,7.92,5.0225,5.923333333333333,7.165,9.58,3.08,0.3028571428571429,2.9433333333333334,0.75,4.196666666666666,30.0,6.425,4.695,8.23,9.88,9.5,10.2,30.0,5.7799999999999985,7.565,8.36,0.04,0.0,0.04,0.0,0.04,0.04,0.02,0.04,0.06,0.02,0.08,0.06,0.04,0.02,0.04,0.14,0.06,0.08,0.06,0.0,0.04,0.04,0.04,0.02,0.04,0.04,0.0,0.04,0.04,0.02
10.05,9.65,6.565,8.77,10.3,30.0,10.89,10.11,9.02,7.316666666666666,8.79,6.62,7.665,9.73,30.0,9.67,9.35,9.38,8.845,8.456666666666667,6.9049999999999985,7.676666666666668,1.958,3.733333333333333,3.0225,2.786666666666666,5.256666666666667,6.28,7.425,8.65,0.04,0.02,0.04,0.02,0.02,0.0,0.02,0.04,0.02,0.06,0.02,0.06,0.04,0.06,0.0,0.02,0.04,0.02,0.04,0.06,0.04,0.06,0.1,0.06,0.08,0.06,0.06,0.04,0.04,0.02
3.8625,6.69,3.473333333333333,7.455,11.06,10.88,4.9,3.3960000000000004,6.579999999999999,8.88,7.92,0.365,2.69,6.1,6.19,6.315,6.525,8.67,8.405,4.7700000000000005,6.88,9.18,11.36,15.37,30.0,10.115,10.225,30.0,7.6466666666666665,5.1099999999999985,0.08,0.02,0.06,0.04,0.02,0.02,0.02,0.1,0.06,0.02,0.02,0.12,0.06,0.02,0.04,0.04,0.04,0.04,0.04,0.08,0.02,0.02,0.02,0.02,0.0,0.04,0.04,0.0,0.06,0.04
10.21,8.45,8.68,9.323333333333332,30.0,6.872499999999999,5.9700000000000015,9.945,9.255,8.045,9.98,10.9,11.23,11.2,10.35,10.04,10.79,10.49,13.27,9.575,7.1066666666666665,8.235,9.426666666666666,7.74,0.72,3.803333333333333,3.93,8.85,8.53,30.0,0.02,0.04,0.04,0.06,0.0,0.08,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.02,0.04,0.04,0.04,0.04,0.02,0.04,0.06,0.04,0.06,0.02,0.14,0.06,0.04,0.02,0.02,0.0
6.89,8.1,7.503333333333333,10.59,10.44,30.0,4.949999999999998,4.533333333333332,6.586666666666668,7.2,30.0,12.3,11.71,9.989999999999998,9.655,9.215,9.845,11.255,8.71,7.173333333333333,8.09,6.84,7.195,2.8925,4.513333333333333,6.355,7.4049999999999985,9.125,9.94,4.15,0.04,0.02,0.06,0.02,0.04,0.0,0.08,0.06,0.06,0.04,0.0,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.04,0.04,0.08,0.06,0.04,0.04,0.04,0.02,0.06
0.5957142857142858,1.965,5.78,8.5,7.09,7.705,8.86,8.56,7.445,30.0,2.014,3.675,5.375,7.59,9.29,6.713333333333334,6.465,7.7650000000000015,9.18,10.71,12.1,3.045,5.793333333333332,5.8900000000000015,6.555,30.0,30.0,13.57,30.0,2.825,0.14,0.04,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.0,0.1,0.04,0.04,0.04,0.02,0.06,0.04,0.04,0.02,0.02,0.02,0.08,0.06,0.06,0.04,0.0,0.0,0.02,0.0,0.08
5.3933333333333335,1.2666666666666666,1.0240000000000002,4.32,6.21,8.02,4.14,6.8500000000000005,3.526666666666667,5.3900000000000015,5.59,7.115,8.03,12.29,5.98,4.64,6.43,9.16,9.88,0.04,1.6825,5.44,10.22,10.21,11.45,11.14,30.0,13.73,30.0,8.66,0.06,0.12,0.1,0.04,0.02,0.04,0.04,0.06,0.06,0.06,0.04,0.04,0.02,0.02,0.02,0.06,0.04,0.02,0.02,0.04,0.08,0.04,0.02,0.02,0.02,0.04,0.0,0.02,0.0,0.04
